juris_id,ecozone,canfi_genus,a,b,c,k,volmin,genus
AB,4,155,1.01999999,-0.026945819,39.392967058,-0.116480772,110,ASIM
AB,5,1,0.9827554114,-0.010117939,3.3599020428,-0.00100001,25.5,PICE
AB,5,2,1.018902315,-0.006734797,1.7027184139,-0.00100001,9.5,PINU
AB,5,3,0.8951729703,-0.023560732,3.5600499911,-0.00100001,12.5,ABIE
AB,5,6,0.5689117495,-0.014843331,1.1697704321,-0.00100001,2.5,LARI
AB,5,9,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,POPU
AB,5,10,1.0120986729,-0.013257845,2.9573579372,-0.00100001,15.5,BETU
AB,5,11,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ACER
AB,5,12,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,GENH
AB,5,121,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CARY
AB,5,122,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,JUGL
AB,5,123,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ALNU
AB,5,124,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,OSTR
AB,5,125,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CARP
AB,5,126,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,FAGU
AB,5,127,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,QUER
AB,5,128,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ULMU
AB,5,129,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,MORU
AB,5,130,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,LIRI
AB,5,131,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,MAGN
AB,5,132,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,SASS
AB,5,133,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,PLAT
AB,5,134,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,PRUN
AB,5,135,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,GLED
AB,5,136,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ROBI
AB,5,137,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,TILI
AB,5,138,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,NYSS
AB,5,139,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CORN
AB,5,140,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ARBU
AB,5,141,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,FRAX
AB,5,142,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,SALI
AB,5,143,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,GYMN
AB,5,144,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CELT
AB,5,145,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,AMEL
AB,5,146,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CORY
AB,5,147,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CRAT
AB,5,148,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ILEX
AB,5,149,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,MALU
AB,5,150,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,NEMO
AB,5,151,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,RHUS
AB,5,152,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,SORB
AB,5,153,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,VIBU
AB,5,154,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CAST
AB,5,155,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ASIM
AB,6,1,0.9827554114,-0.010117939,3.3599020428,-0.00100001,25.5,PICE
AB,6,2,1.018902315,-0.006734797,1.7027184139,-0.00100001,9.5,PINU
AB,6,3,0.8951729703,-0.023560732,3.5600499911,-0.00100001,12.5,ABIE
AB,6,5,0.9407849633,-0.016523674,9.1465686111,-0.00100001,52,PSEU
AB,6,6,0.5689117495,-0.014843331,1.1697704321,-0.00100001,2.5,LARI
AB,6,9,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,POPU
AB,6,10,1.0120986729,-0.013257845,2.9573579372,-0.00100001,15.5,BETU
AB,6,11,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ACER
AB,6,12,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,GENH
AB,6,121,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CARY
AB,6,122,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,JUGL
AB,6,123,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ALNU
AB,6,124,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,OSTR
AB,6,125,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CARP
AB,6,126,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,FAGU
AB,6,127,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,QUER
AB,6,128,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ULMU
AB,6,129,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,MORU
AB,6,130,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,LIRI
AB,6,131,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,MAGN
AB,6,132,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,SASS
AB,6,133,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,PLAT
AB,6,134,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,PRUN
AB,6,135,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,GLED
AB,6,136,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ROBI
AB,6,137,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,TILI
AB,6,138,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,NYSS
AB,6,139,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CORN
AB,6,140,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ARBU
AB,6,141,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,FRAX
AB,6,142,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,SALI
AB,6,143,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,GYMN
AB,6,144,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CELT
AB,6,145,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,AMEL
AB,6,146,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CORY
AB,6,147,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CRAT
AB,6,148,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ILEX
AB,6,149,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,MALU
AB,6,150,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,NEMO
AB,6,151,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,RHUS
AB,6,152,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,SORB
AB,6,153,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,VIBU
AB,6,154,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CAST
AB,6,155,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ASIM
AB,9,1,0.9827554114,-0.010117939,3.3599020428,-0.00100001,25.5,PICE
AB,9,2,1.018902315,-0.006734797,1.7027184139,-0.00100001,9.5,PINU
AB,9,3,0.8951729703,-0.023560732,3.5600499911,-0.00100001,12.5,ABIE
AB,9,5,0.9407849633,-0.016523674,9.1465686111,-0.00100001,52,PSEU
AB,9,6,0.5689117495,-0.014843331,1.1697704321,-0.00100001,2.5,LARI
AB,9,9,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,POPU
AB,9,10,1.0120986729,-0.013257845,2.9573579372,-0.00100001,15.5,BETU
AB,9,11,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ACER
AB,9,12,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,GENH
AB,9,121,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CARY
AB,9,122,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,JUGL
AB,9,123,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ALNU
AB,9,124,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,OSTR
AB,9,125,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CARP
AB,9,126,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,FAGU
AB,9,127,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,QUER
AB,9,128,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ULMU
AB,9,129,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,MORU
AB,9,130,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,LIRI
AB,9,131,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,MAGN
AB,9,132,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,SASS
AB,9,133,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,PLAT
AB,9,134,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,PRUN
AB,9,135,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,GLED
AB,9,136,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ROBI
AB,9,137,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,TILI
AB,9,138,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,NYSS
AB,9,139,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CORN
AB,9,140,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ARBU
AB,9,141,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,FRAX
AB,9,142,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,SALI
AB,9,143,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,GYMN
AB,9,144,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CELT
AB,9,145,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,AMEL
AB,9,146,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CORY
AB,9,147,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CRAT
AB,9,148,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ILEX
AB,9,149,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,MALU
AB,9,150,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,NEMO
AB,9,151,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,RHUS
AB,9,152,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,SORB
AB,9,153,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,VIBU
AB,9,154,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CAST
AB,9,155,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ASIM
AB,10,1,0.9827554114,-0.010117939,3.3599020428,-0.00100001,25.5,PICE
AB,10,2,1.018902315,-0.006734797,1.7027184139,-0.00100001,9.5,PINU
AB,10,3,0.8951729703,-0.023560732,3.5600499911,-0.00100001,12.5,ABIE
AB,10,5,0.9407849633,-0.016523674,9.1465686111,-0.00100001,52,PSEU
AB,10,6,0.5689117495,-0.014843331,1.1697704321,-0.00100001,2.5,LARI
AB,10,9,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,POPU
AB,10,10,1.0120986729,-0.013257845,2.9573579372,-0.00100001,15.5,BETU
AB,10,11,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ACER
AB,10,12,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,GENH
AB,10,121,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CARY
AB,10,122,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,JUGL
AB,10,123,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ALNU
AB,10,124,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,OSTR
AB,10,125,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CARP
AB,10,126,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,FAGU
AB,10,127,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,QUER
AB,10,128,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ULMU
AB,10,129,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,MORU
AB,10,130,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,LIRI
AB,10,131,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,MAGN
AB,10,132,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,SASS
AB,10,133,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,PLAT
AB,10,134,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,PRUN
AB,10,135,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,GLED
AB,10,136,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ROBI
AB,10,137,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,TILI
AB,10,138,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,NYSS
AB,10,139,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CORN
AB,10,140,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ARBU
AB,10,141,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,FRAX
AB,10,142,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,SALI
AB,10,143,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,GYMN
AB,10,144,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CELT
AB,10,145,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,AMEL
AB,10,146,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CORY
AB,10,147,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CRAT
AB,10,148,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ILEX
AB,10,149,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,MALU
AB,10,150,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,NEMO
AB,10,151,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,RHUS
AB,10,152,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,SORB
AB,10,153,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,VIBU
AB,10,154,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,CAST
AB,10,155,1.01999999,-0.007670985,1.5722484875,-0.00100001,6.5,ASIM
AB,14,1,0.9666404,-0.008486945,1.3643848303,-0.00100001,4,PICE
AB,14,2,0.9327179554,-0.008927758,2.9250491955,-0.00100001,23.5,PINU
AB,14,3,0.8951729703,-0.023560732,3.5600499911,-0.00100001,12.5,ABIE
AB,14,5,0.9407849633,-0.016523674,9.1465686111,-0.00100001,52,PSEU
AB,14,6,0.5689117495,-0.014843331,1.1697704321,-0.00100001,2.5,LARI
AB,14,9,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,POPU
AB,14,10,1.0120986729,-0.013257845,2.9573579372,-0.00100001,15.5,BETU
AB,14,11,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,ACER
AB,14,12,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,GENH
AB,14,121,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,CARY
AB,14,122,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,JUGL
AB,14,123,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,ALNU
AB,14,124,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,OSTR
AB,14,125,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,CARP
AB,14,126,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,FAGU
AB,14,127,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,QUER
AB,14,128,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,ULMU
AB,14,129,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,MORU
AB,14,130,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,LIRI
AB,14,131,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,MAGN
AB,14,132,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,SASS
AB,14,133,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,PLAT
AB,14,134,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,PRUN
AB,14,135,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,GLED
AB,14,136,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,ROBI
AB,14,137,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,TILI
AB,14,138,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,NYSS
AB,14,139,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,CORN
AB,14,140,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,ARBU
AB,14,141,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,FRAX
AB,14,142,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,SALI
AB,14,143,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,GYMN
AB,14,144,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,CELT
AB,14,145,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,AMEL
AB,14,146,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,CORY
AB,14,147,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,CRAT
AB,14,148,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,ILEX
AB,14,149,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,MALU
AB,14,150,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,NEMO
AB,14,151,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,RHUS
AB,14,152,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,SORB
AB,14,153,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,VIBU
AB,14,154,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,CAST
AB,14,155,0.9963023106,-0.011702479,2.8642837736,-0.00100001,17,ASIM
BC,4,1,0.9371720045,-0.004954443,1.1802917467,-1e-8,5,PICE
BC,4,2,0.6671121468,-0.041646642,15.003839924,-1e-8,24,PINU
BC,4,3,0.8609091024,-0.013047036,2.4533093087,-0.00251028,14.5,ABIE
BC,4,6,1.063016848,-0.002934779,0.4477085755,-0.138705464,4.5,LARI
BC,4,8,0.9371720045,-0.004954443,1.1802917467,-1e-8,5,GENC
BC,4,9,1.1402408843,-0.003109007,0.5152547586,-0.123636327,5.5,POPU
BC,4,10,1.4519658271,-0.002149664,0.8574951586,-0.06123889,14.5,BETU
BC,4,12,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,GENH
BC,4,121,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,CARY
BC,4,122,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,JUGL
BC,4,123,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,ALNU
BC,4,124,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,OSTR
BC,4,125,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,CARP
BC,4,126,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,FAGU
BC,4,127,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,QUER
BC,4,128,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,ULMU
BC,4,129,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,MORU
BC,4,130,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,LIRI
BC,4,131,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,MAGN
BC,4,132,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,SASS
BC,4,133,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,PLAT
BC,4,134,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,PRUN
BC,4,135,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,GLED
BC,4,136,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,ROBI
BC,4,137,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,TILI
BC,4,138,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,NYSS
BC,4,139,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,CORN
BC,4,140,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,ARBU
BC,4,141,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,FRAX
BC,4,142,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,SALI
BC,4,143,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,GYMN
BC,4,144,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,CELT
BC,4,145,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,AMEL
BC,4,146,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,CORY
BC,4,147,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,CRAT
BC,4,148,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,ILEX
BC,4,149,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,MALU
BC,4,150,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,NEMO
BC,4,151,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,RHUS
BC,4,152,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,SORB
BC,4,153,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,VIBU
BC,4,154,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,CAST
BC,4,155,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,ASIM
BC,9,1,0.9371720045,-0.004954443,1.1802917467,-1e-8,5,PICE
BC,9,2,0.6671121468,-0.041646642,15.003839924,-1e-8,24,PINU
BC,9,3,0.8609091024,-0.013047036,2.4533093087,-0.00251028,14.5,ABIE
BC,9,5,0.8021659316,-0.022359773,1.9856772281,-1e-8,4.5,PSEU
BC,9,6,1.063016848,-0.002934779,0.4477085755,-0.138705464,4.5,LARI
BC,9,8,0.9371720045,-0.004954443,1.1802917467,-1e-8,5,GENC
BC,9,9,1.1402408843,-0.003109007,0.5152547586,-0.123636327,5.5,POPU
BC,9,10,1.4519658271,-0.002149664,0.8574951586,-0.06123889,14.5,BETU
BC,9,12,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,GENH
BC,9,121,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,CARY
BC,9,122,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,JUGL
BC,9,123,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,ALNU
BC,9,124,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,OSTR
BC,9,125,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,CARP
BC,9,126,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,FAGU
BC,9,127,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,QUER
BC,9,128,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,ULMU
BC,9,129,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,MORU
BC,9,130,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,LIRI
BC,9,131,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,MAGN
BC,9,132,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,SASS
BC,9,133,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,PLAT
BC,9,134,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,PRUN
BC,9,135,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,GLED
BC,9,136,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,ROBI
BC,9,137,0.5594934213,-0.063854754,99.99999999,-1e-8,41.5,TILI
