juris_id,ecozone,canfi_genus,genus,a,b,k,cap,volm,count,rmse
NL,5,132,SASS,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,133,PLAT,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,134,PRUN,0,0,1,1,57.430569424,6,0.00247926069999999
NL,5,135,GLED,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,136,ROBI,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,137,TILI,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,138,NYSS,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,139,CORN,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,140,ARBU,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,141,FRAX,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,142,SALI,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,143,GYMN,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,144,CELT,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,145,AMEL,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,146,CORY,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,147,CRAT,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,148,ILEX,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,149,MALU,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,150,NEMO,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,151,RHUS,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,152,SORB,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,153,VIBU,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,154,CAST,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,5,155,ASIM,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,1,PICE,0.3496472507,-1.210702036,0.9993336533,1.0122363182,203.55722977,19,8.871002e-4
NL,6,2,PINU,0,0,1,1,NA,NA,NA
NL,6,3,ABIE,1.6710311015,-1.441180063,0.9976933094,1.0280824211,246.12664094,22,0.00130730179999999
NL,6,6,LARI,0,0,1,1,NA,NA,NA
NL,6,8,GENC,0.3496472507,-1.210702036,0.9993336533,1.0122363182,203.55722977,19,8.871002e-4
NL,6,9,POPU,0,0,1,1,NA,NA,NA
NL,6,10,BETU,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,11,ACER,0,0,1,1,NA,NA,NA
NL,6,12,GENH,0,0,1,1,NA,NA,NA
NL,6,121,CARY,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,122,JUGL,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,123,ALNU,0,0,1,1,57.430569424,6,0.00247926069999999
NL,6,124,OSTR,0,0,1,1,57.430569424,6,0.00247926069999999
NL,6,125,CARP,0,0,1,1,57.430569424,6,0.00247926069999999
NL,6,126,FAGU,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,127,QUER,0,0,1,1,57.430569424,6,0.00247926069999999
NL,6,128,ULMU,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,129,MORU,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,130,LIRI,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,131,MAGN,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,132,SASS,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,133,PLAT,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,134,PRUN,0,0,1,1,57.430569424,6,0.00247926069999999
NL,6,135,GLED,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,136,ROBI,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,137,TILI,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,138,NYSS,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,139,CORN,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,140,ARBU,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,141,FRAX,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,142,SALI,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,143,GYMN,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,144,CELT,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,145,AMEL,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,146,CORY,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,147,CRAT,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,148,ILEX,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,149,MALU,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,150,NEMO,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,151,RHUS,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,152,SORB,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,153,VIBU,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,154,CAST,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NL,6,155,ASIM,0.2846720558,-0.975361177,0.9944114931,1.0232536897,57.430569424,6,0.00247926069999999
NT,3,1,PICE,99.99999999,-2.179309769,0.9991010887,4.09925048,467.95812307,19,0.0293531949
NT,3,2,PINU,99.99999999,-1.619269195,0.9710158687,1.5179203184,627.71148981,32,0.0271838949
NT,3,3,ABIE,26.219880616,-1.786459277,0.9987017015,1.1186997115,329.09802062,12,0.0234618387
NT,3,5,PSEU,99.99999999,-1.680679955,0.9834949561,1.066972991,410.79147708,11,0.0138093964
NT,3,6,LARI,2.7877844027,-2.108897833,1.1079402819,1.2055191841,199.53544906,21,0.1196904464
NT,3,9,POPU,99.99999999,-1.415723009,0.8733768514,1.565581201,451.73612404,14,0.0602454684
NT,3,10,BETU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
NT,3,12,GENH,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
NT,4,1,PICE,99.99999999,-2.179309769,0.9991010887,4.09925048,467.95812307,19,0.0293531949
NT,4,2,PINU,99.99999999,-1.619269195,0.9710158687,1.5179203184,627.71148981,32,0.0271838949
NT,4,3,ABIE,26.219880616,-1.786459277,0.9987017015,1.1186997115,329.09802062,12,0.0234618387
NT,4,5,PSEU,99.99999999,-1.680679955,0.9834949561,1.066972991,410.79147708,11,0.0138093964
NT,4,6,LARI,2.7877844027,-2.108897833,1.1079402819,1.2055191841,199.53544906,21,0.1196904464
NT,4,9,POPU,99.99999999,-1.415723009,0.8733768514,1.565581201,451.73612404,14,0.0602454684
NT,4,10,BETU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
NT,4,12,GENH,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
NT,5,1,PICE,99.99999999,-2.179309769,0.9991010887,4.09925048,467.95812307,19,0.0293531949
NT,5,2,PINU,99.99999999,-1.619269195,0.9710158687,1.5179203184,627.71148981,32,0.0271838949
NT,5,3,ABIE,26.219880616,-1.786459277,0.9987017015,1.1186997115,329.09802062,12,0.0234618387
NT,5,5,PSEU,99.99999999,-1.680679955,0.9834949561,1.066972991,410.79147708,11,0.0138093964
NT,5,6,LARI,2.7877844027,-2.108897833,1.1079402819,1.2055191841,199.53544906,21,0.1196904464
NT,5,9,POPU,99.99999999,-1.415723009,0.8733768514,1.565581201,451.73612404,14,0.0602454684
NT,5,10,BETU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
NT,5,12,GENH,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
NT,9,1,PICE,7.9906519739,-0.935196192,0.9403522452,1.3740727732,658.35024885,33,0.0562859754
NT,9,2,PINU,99.99999999,-1.619269195,0.9710158687,1.5179203184,627.71148981,32,0.0271838949
NT,9,3,ABIE,26.219880616,-1.786459277,0.9987017015,1.1186997115,329.09802062,12,0.0234618387
NT,9,5,PSEU,99.99999999,-1.680679955,0.9834949561,1.066972991,410.79147708,11,0.0138093964
NT,9,6,LARI,2.7877844027,-2.108897833,1.1079402819,1.2055191841,199.53544906,21,0.1196904464
NT,9,8,GENC,225.27871172,-1.917835486,0.9910698494,1.529353818,658.35024885,33,0.0150781073
NT,9,9,POPU,26.622983697,-1.239799553,0.9559376414,1.7688225269,636.05529769,29,0.02618272069999999
NT,9,10,BETU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
NT,9,11,ACER,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
NT,9,12,GENH,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
NT,11,1,PICE,99.99999999,-2.179309769,0.9991010887,4.09925048,467.95812307,19,0.0293531949
NT,11,2,PINU,99.99999999,-1.619269195,0.9710158687,1.5179203184,627.71148981,32,0.0271838949
NT,11,3,ABIE,26.219880616,-1.786459277,0.9987017015,1.1186997115,329.09802062,12,0.0234618387
NT,11,5,PSEU,99.99999999,-1.680679955,0.9834949561,1.066972991,410.79147708,11,0.0138093964
NT,11,6,LARI,2.7877844027,-2.108897833,1.1079402819,1.2055191841,199.53544906,21,0.1196904464
NT,11,9,POPU,99.99999999,-1.415723009,0.8733768514,1.565581201,451.73612404,14,0.0602454684
NT,11,10,BETU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
NT,11,12,GENH,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
NT,12,1,PICE,99.99999999,-2.179309769,0.9991010887,4.09925048,467.95812307,19,0.0293531949
NT,12,2,PINU,99.99999999,-1.619269195,0.9710158687,1.5179203184,627.71148981,32,0.0271838949
NT,12,3,ABIE,26.219880616,-1.786459277,0.9987017015,1.1186997115,329.09802062,12,0.0234618387
NT,12,5,PSEU,99.99999999,-1.680679955,0.9834949561,1.066972991,410.79147708,11,0.0138093964
NT,12,6,LARI,2.7877844027,-2.108897833,1.1079402819,1.2055191841,199.53544906,21,0.1196904464
NT,12,9,POPU,99.99999999,-1.415723009,0.8733768514,1.565581201,451.73612404,14,0.0602454684
NT,12,10,BETU,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
NT,12,12,GENH,99.99999999,-1.015892052,0.0672921578,1.9030107349,206.73694644,4,0.0995568292
